name,category,price,quality
Galaxy Empire,Carreras,17507,33
Warrior Chronicles,Acción,45430,51
Legends Fantasy,Estrategia,30483,83
Empire Quest,Carreras,51202,67
Dragon Empire,Simulación,63368,44
Galaxy Heroes,Deportes,26662,80
Legends Empire,Puzzle,5356,97
Empire Dragon,Aventura,52141,66
Chronicles Heroes,Simulación,18802,98
Warrior Heroes,Carreras,23496,32
Quest Legends,Deportes,46803,4
Heroes Chronicles,Acción,28170,8
Galaxy Quest,Carreras,28304,79
Quest Kingdom,Puzzle,6585,3
Heroes Chronicles,Puzzle,68241,54
Warrior Fantasy,Deportes,59928,87
Chronicles Warrior,Simulación,2312,17
Quest Fantasy,Deportes,64344,14
Galaxy Quest,Simulación,16017,60
Chronicles Fantasy,Acción,9299,59
Chronicles Chronicles,Aventura,42115,36
Heroes Chronicles,Carreras,28568,2
Quest Fantasy,Acción,21115,58
Legends Quest,Acción,19155,1
Galaxy Dragon,Carreras,29660,84
Galaxy Galaxy,Carreras,42749,37
Empire Heroes,Acción,29208,4
Heroes Galaxy,Estrategia,61901,85
Kingdom Warrior,Acción,9506,5
Empire Kingdom,Aventura,27850,63
Legends Quest,Aventura,59096,91
Chronicles Quest,Puzzle,9553,4
Kingdom Fantasy,Deportes,27549,77
Chronicles Warrior,Acción,32320,31
Chronicles Heroes,Carreras,62846,67
Kingdom Legends,Carreras,11184,59
Chronicles Legends,Acción,334,75
Fantasy Warrior,Estrategia,2851,63
Heroes Heroes,Deportes,13861,64
Dragon Warrior,Aventura,47032,98
Legends Kingdom,Simulación,69595,5
Heroes Legends,Deportes,65946,42
Quest Kingdom,Acción,34418,94
Fantasy Chronicles,Simulación,21300,15
Fantasy Quest,Deportes,285,19
Heroes Heroes,Deportes,34660,46
Fantasy Quest,RPG,65156,34
Empire Kingdom,Acción,16139,11
Empire Kingdom,Puzzle,66976,58
Chronicles Chronicles,Carreras,1102,62
Galaxy Fantasy,Simulación,2306,83
Legends Quest,Deportes,12182,48
Galaxy Warrior,Carreras,20770,98
Galaxy Quest,Carreras,15559,48
Legends Kingdom,Simulación,10591,31
Legends Heroes,RPG,60609,4
Chronicles Galaxy,Carreras,38564,65
Heroes Heroes,Simulación,32933,83
Empire Chronicles,RPG,49883,86
Kingdom Dragon,Acción,48175,54
Warrior Fantasy,Puzzle,67543,72
Galaxy Kingdom,Estrategia,16388,32
Heroes Fantasy,Acción,62344,61
Kingdom Fantasy,Simulación,62321,82
Empire Galaxy,Puzzle,45657,62
Quest Fantasy,Carreras,181,47
Quest Legends,Aventura,57823,100
Dragon Fantasy,RPG,68154,4
Fantasy Kingdom,Simulación,53172,100
Warrior Fantasy,Puzzle,53643,81
Empire Empire,Estrategia,45146,40
Chronicles Fantasy,RPG,3347,22
Dragon Legends,Carreras,10823,37
Empire Kingdom,Carreras,63576,22
Dragon Kingdom,Estrategia,38632,7
Empire Kingdom,RPG,26709,85
Kingdom Legends,Estrategia,46137,92
Warrior Empire,RPG,1253,48
Dragon Heroes,Carreras,65175,25
Legends Galaxy,RPG,44884,63
Heroes Galaxy,RPG,22288,68
Empire Empire,Aventura,23923,20
Fantasy Legends,Carreras,63415,58
Fantasy Fantasy,Aventura,20276,28
Fantasy Chronicles,RPG,4552,75
Quest Warrior,Estrategia,32263,5
Fantasy Dragon,Deportes,16410,42
Quest Heroes,Estrategia,47545,97
Galaxy Galaxy,Carreras,55771,82
Galaxy Legends,Deportes,42849,45
Warrior Fantasy,Aventura,14166,91
Galaxy Fantasy,Deportes,33634,71
Dragon Galaxy,Aventura,34609,1
Dragon Quest,Aventura,32103,17
Warrior Heroes,Aventura,23475,21
Chronicles Galaxy,RPG,9250,36
Empire Chronicles,Estrategia,33394,9
Warrior Galaxy,RPG,40791,94
Galaxy Warrior,Estrategia,53468,84
Warrior Chronicles,Acción,65212,98
Quest Kingdom,Carreras,13522,82
Kingdom Dragon,Simulación,31165,13
Legends Dragon,Puzzle,57332,76
Quest Kingdom,Simulación,64745,6
Chronicles Heroes,Puzzle,25841,50
Galaxy Galaxy,Deportes,6896,83
Quest Empire,Puzzle,57211,31
Fantasy Warrior,Acción,39853,81
Kingdom Chronicles,RPG,32184,41
Chronicles Quest,Deportes,29621,43
Kingdom Chronicles,Deportes,32717,18
Legends Heroes,RPG,65624,19
Fantasy Dragon,Acción,29106,25
Quest Warrior,Simulación,31133,15
Fantasy Fantasy,Carreras,34861,78
Kingdom Galaxy,RPG,47740,89
Galaxy Galaxy,Estrategia,13739,96
Dragon Warrior,Estrategia,58554,82
Quest Fantasy,RPG,24884,62
Fantasy Kingdom,Acción,31544,15
Chronicles Kingdom,Acción,30343,86
Fantasy Warrior,Acción,25589,87
Chronicles Kingdom,Aventura,27083,61
Chronicles Chronicles,Simulación,51558,96
Fantasy Galaxy,Carreras,34918,20
Dragon Dragon,Simulación,8890,53
Chronicles Chronicles,Estrategia,59530,94
Warrior Quest,Acción,22793,56
Kingdom Empire,RPG,33697,16
Warrior Fantasy,Acción,56587,93
Kingdom Kingdom,Acción,26601,85
Dragon Empire,Acción,27939,68
Heroes Fantasy,RPG,39703,26
Warrior Warrior,Carreras,11161,23
Empire Quest,Estrategia,58713,39
Chronicles Heroes,Estrategia,62547,66
Legends Chronicles,Puzzle,44369,19
Empire Quest,Carreras,32854,66
Heroes Galaxy,Acción,41138,68
Kingdom Chronicles,Deportes,57865,9
Empire Galaxy,Estrategia,11678,60
Galaxy Galaxy,RPG,30001,60
Dragon Legends,Simulación,54118,79
Legends Fantasy,Acción,14397,65
Heroes Empire,Carreras,32420,7
Empire Kingdom,Acción,28400,56
Empire Empire,Aventura,43453,55
Legends Heroes,Puzzle,68325,60
Heroes Empire,Deportes,40188,88
Galaxy Chronicles,Deportes,48911,13
Warrior Chronicles,Carreras,52107,86
Kingdom Chronicles,Estrategia,55725,34
Dragon Warrior,RPG,67524,54
Galaxy Empire,Carreras,12255,33
Galaxy Kingdom,Carreras,29941,13
Galaxy Fantasy,Acción,60079,93
Dragon Legends,Simulación,3187,31
Legends Kingdom,Deportes,57485,38
Kingdom Warrior,RPG,46233,30
Dragon Galaxy,Acción,28728,51
Dragon Kingdom,Deportes,15671,36
Fantasy Dragon,Carreras,49372,10
Quest Chronicles,Estrategia,34100,50
Fantasy Heroes,RPG,18738,69
Fantasy Warrior,Estrategia,33368,28
Kingdom Warrior,Carreras,33991,73
Galaxy Chronicles,Acción,35149,34
Kingdom Fantasy,Simulación,52955,58
Empire Empire,Aventura,41980,73
Kingdom Warrior,Aventura,33118,2
Quest Fantasy,Estrategia,46751,62
Chronicles Legends,Puzzle,14708,0
Galaxy Kingdom,RPG,69152,2
Fantasy Galaxy,Estrategia,43861,65
Legends Chronicles,Simulación,49952,93
Galaxy Warrior,Carreras,12273,11
Quest Legends,Acción,42897,33
Quest Heroes,Carreras,68536,64
Legends Galaxy,Estrategia,34960,33
Quest Heroes,Estrategia,68712,34
Fantasy Fantasy,Puzzle,2152,2
Dragon Legends,Deportes,54864,49
Legends Galaxy,Deportes,24557,76
Galaxy Heroes,Puzzle,2642,88
Dragon Heroes,RPG,37525,10
Fantasy Empire,Acción,51744,56
Heroes Dragon,RPG,55722,25
Dragon Galaxy,Acción,59959,40
Warrior Fantasy,Puzzle,43771,61
Heroes Heroes,Acción,9974,92
Empire Heroes,Acción,49612,39
Galaxy Chronicles,Carreras,65172,52
Legends Fantasy,Puzzle,66910,96
Empire Fantasy,Carreras,63928,28
Warrior Galaxy,RPG,21788,100
Empire Fantasy,Puzzle,13745,8
Warrior Warrior,RPG,3548,52
Heroes Galaxy,Estrategia,44496,76
Fantasy Legends,Carreras,20592,68
Kingdom Chronicles,RPG,23982,61
Warrior Warrior,Estrategia,28477,4
Galaxy Kingdom,Aventura,54041,35
Kingdom Quest,Carreras,54692,68
Heroes Chronicles,Aventura,56474,53
Legends Heroes,RPG,59457,51
Warrior Kingdom,Acción,48117,65
Galaxy Warrior,Acción,35641,15
Galaxy Quest,Aventura,28415,40
Empire Warrior,Simulación,57302,32
Chronicles Empire,RPG,26778,39
Warrior Galaxy,Aventura,3431,59
Fantasy Warrior,Carreras,17665,31
Warrior Legends,Deportes,61889,77
Quest Fantasy,Simulación,6054,20
Dragon Dragon,Simulación,24702,64
Dragon Chronicles,Simulación,65947,47
Chronicles Warrior,Acción,19431,82
Kingdom Empire,Aventura,44680,33
Galaxy Fantasy,Simulación,51574,61
Chronicles Legends,Estrategia,26064,14
Kingdom Chronicles,Deportes,66929,63
Quest Quest,Estrategia,53169,23
Warrior Quest,Aventura,15884,26
Empire Galaxy,Acción,57273,37
Warrior Quest,Deportes,62014,35
Fantasy Quest,Simulación,28761,31
Dragon Quest,Puzzle,11495,49
Quest Legends,Simulación,29913,67
Kingdom Quest,Aventura,15147,47
Quest Heroes,Deportes,48563,73
Heroes Warrior,Puzzle,6170,13
Dragon Kingdom,Puzzle,35945,31
Kingdom Galaxy,Carreras,57306,88
Fantasy Quest,Aventura,63993,63
Quest Empire,Aventura,32940,72
Warrior Legends,Simulación,54403,67
Chronicles Chronicles,Aventura,57198,90
Warrior Dragon,Simulación,69269,5
Chronicles Chronicles,Estrategia,44956,28
Warrior Fantasy,Deportes,69912,81
Quest Kingdom,Deportes,69445,68
Chronicles Empire,Puzzle,6161,75
Chronicles Dragon,Simulación,8943,45
Heroes Chronicles,RPG,20480,56
Kingdom Heroes,Simulación,22053,77
Kingdom Heroes,RPG,34727,8
Chronicles Quest,Deportes,65720,100
Warrior Dragon,Carreras,58044,59
Galaxy Galaxy,Acción,8585,49
Heroes Chronicles,Carreras,34695,80
Dragon Kingdom,Aventura,55645,41
Dragon Warrior,Estrategia,68400,29
Empire Galaxy,Acción,63577,40
Empire Warrior,Acción,11361,98
Legends Warrior,Simulación,11530,54
Chronicles Fantasy,Deportes,32990,32
Galaxy Quest,Acción,28928,21
Quest Galaxy,Acción,56628,81
Galaxy Warrior,Aventura,67600,41
Legends Heroes,Acción,22193,78
Quest Heroes,Simulación,40254,40
Fantasy Heroes,Puzzle,27445,23
Galaxy Kingdom,Aventura,55692,72
Kingdom Warrior,Acción,28402,59
Heroes Empire,RPG,893,78
Quest Quest,Aventura,43478,31
Galaxy Empire,RPG,2595,62
Chronicles Dragon,Estrategia,52897,42
Empire Quest,Simulación,1138,3
Warrior Quest,RPG,9386,63
Quest Quest,Carreras,20714,64
Legends Kingdom,Simulación,6205,20
Heroes Heroes,Acción,48639,21
Warrior Legends,RPG,4302,78
Chronicles Quest,Simulación,43233,42
Heroes Fantasy,Estrategia,38940,83
Empire Warrior,Puzzle,23009,19
Warrior Empire,Deportes,38831,95
Dragon Empire,Acción,63709,19
Legends Quest,Simulación,20428,94
Heroes Galaxy,Aventura,3934,78
Empire Kingdom,Puzzle,23052,85
Galaxy Kingdom,Simulación,3975,51
Warrior Dragon,Deportes,63874,88
Chronicles Kingdom,RPG,35288,0
Warrior Warrior,Aventura,67954,11
Quest Fantasy,Simulación,29754,46
Heroes Quest,Aventura,55635,30
Chronicles Heroes,Deportes,12273,82
Quest Heroes,Puzzle,68127,9
Heroes Quest,Acción,18769,81
Legends Fantasy,Estrategia,52267,40
Warrior Quest,RPG,37373,25
Kingdom Quest,Aventura,55045,42
Warrior Warrior,Carreras,7509,54
Legends Warrior,Simulación,25797,21
Galaxy Empire,Simulación,12479,81
Fantasy Galaxy,Acción,51826,35
Dragon Heroes,Deportes,12100,44
Chronicles Galaxy,Estrategia,32285,25
Kingdom Galaxy,Aventura,27907,17
Kingdom Kingdom,Simulación,6078,39
Empire Empire,Estrategia,68072,49
Chronicles Warrior,Puzzle,18407,2
Fantasy Heroes,Puzzle,9267,85
Galaxy Empire,Simulación,35137,69
Galaxy Galaxy,Aventura,54549,55
Legends Dragon,Estrategia,6872,14
Kingdom Fantasy,RPG,52388,68
Fantasy Fantasy,Aventura,47760,74
Kingdom Empire,Simulación,3558,2
Dragon Empire,Acción,33768,11
Warrior Quest,Simulación,59165,34
Dragon Legends,Acción,9819,83
Quest Chronicles,RPG,45808,60
Legends Legends,Puzzle,594,92
Empire Warrior,Deportes,16836,24
Heroes Fantasy,Deportes,31624,61
Empire Quest,Simulación,24948,70
Legends Galaxy,Aventura,37500,24
Galaxy Empire,Simulación,67460,73
Quest Galaxy,Aventura,8331,88
Quest Heroes,Aventura,58096,69
Heroes Galaxy,RPG,66292,0
Legends Empire,Carreras,17834,21
Fantasy Fantasy,RPG,60749,90
Galaxy Dragon,RPG,33601,25
Dragon Kingdom,Acción,23614,92
Galaxy Fantasy,Carreras,4357,0
Heroes Heroes,Estrategia,56359,35
Fantasy Kingdom,Estrategia,57679,83
Chronicles Empire,RPG,60644,60
Empire Quest,Puzzle,14449,93
Galaxy Fantasy,Acción,28365,33
Quest Galaxy,RPG,10461,2
Dragon Legends,Acción,66978,50
Dragon Empire,Estrategia,40537,54
Dragon Galaxy,Simulación,23157,53
Empire Kingdom,Estrategia,16334,36
Empire Kingdom,Puzzle,57158,42
Dragon Legends,RPG,13974,46
Galaxy Legends,Deportes,1260,90
Legends Warrior,RPG,8254,10
Warrior Chronicles,Aventura,29085,27
Heroes Fantasy,Simulación,55679,18
Chronicles Quest,Deportes,55132,5
Heroes Chronicles,Estrategia,33790,9
Quest Warrior,Aventura,44773,57
Kingdom Legends,Acción,33990,67
Fantasy Dragon,RPG,6200,0
Fantasy Legends,RPG,3851,8
Dragon Dragon,Simulación,12436,54
Quest Quest,Puzzle,3979,11
Heroes Chronicles,Estrategia,16205,32
Dragon Quest,Simulación,6538,82
Chronicles Quest,Aventura,13892,14
Empire Galaxy,Estrategia,32002,5
Dragon Heroes,Aventura,12271,42
Quest Warrior,Acción,22346,81
Kingdom Quest,Acción,28081,76
Dragon Legends,Simulación,1809,31
Warrior Chronicles,Simulación,67354,24
Warrior Legends,Deportes,52514,54
Fantasy Chronicles,RPG,5215,85
Fantasy Dragon,Carreras,20072,63
Fantasy Empire,Puzzle,34355,68
Legends Heroes,Puzzle,35943,23
Fantasy Empire,Estrategia,26459,72
Galaxy Empire,Carreras,63280,43
Galaxy Dragon,RPG,40711,42
Fantasy Dragon,Carreras,15421,1
Chronicles Heroes,Deportes,3237,20
Fantasy Heroes,Aventura,15881,88
Empire Kingdom,Acción,9386,64
Kingdom Kingdom,Estrategia,21350,78
Heroes Chronicles,Puzzle,51362,77
Legends Kingdom,Carreras,27175,85
Warrior Quest,Acción,55907,0
Quest Legends,Puzzle,5878,88
Quest Warrior,Aventura,11553,95
Galaxy Fantasy,Puzzle,34641,45
Kingdom Galaxy,Puzzle,46176,77
Dragon Warrior,Carreras,22531,37
Heroes Chronicles,Simulación,23270,3
Galaxy Empire,RPG,43243,38
Quest Empire,RPG,46255,2
Chronicles Kingdom,Acción,28840,49
Quest Warrior,Estrategia,38656,87
Galaxy Heroes,Estrategia,37512,44
Galaxy Dragon,Carreras,38111,78
Warrior Galaxy,Estrategia,28510,74
Warrior Kingdom,Deportes,451,51
Warrior Quest,Estrategia,24561,21
Empire Legends,Estrategia,28450,6
Empire Dragon,Deportes,57288,11
Empire Chronicles,Estrategia,25065,34
Warrior Fantasy,Deportes,7227,94
Legends Heroes,Carreras,51062,85
Warrior Empire,Estrategia,36990,36
Fantasy Chronicles,Aventura,49683,5
Galaxy Legends,Estrategia,51302,41
Dragon Warrior,Deportes,30483,44
Quest Chronicles,Acción,33762,9
Empire Dragon,Simulación,52088,30
Warrior Heroes,Acción,20716,40
Legends Galaxy,RPG,60482,79
Legends Warrior,Acción,50390,25
Legends Warrior,Acción,69393,19
Heroes Chronicles,Simulación,45284,40
Quest Chronicles,Aventura,32947,53
Heroes Legends,Estrategia,37770,98
Warrior Legends,RPG,34871,88
Fantasy Heroes,Carreras,49244,47
Kingdom Warrior,Puzzle,32953,96
Dragon Dragon,Acción,37079,92
Fantasy Chronicles,Acción,69263,11
Dragon Warrior,Simulación,7769,70
Warrior Fantasy,Simulación,44850,80
Chronicles Quest,Deportes,19466,37
Chronicles Chronicles,Acción,29562,70
Fantasy Dragon,Deportes,65722,29
Warrior Galaxy,Deportes,17818,18
Legends Galaxy,Carreras,50683,79
Chronicles Empire,Puzzle,31863,89
Legends Galaxy,Aventura,17672,16
Heroes Kingdom,Deportes,26605,56
Galaxy Galaxy,Acción,19951,41
Kingdom Warrior,RPG,49276,89
Heroes Fantasy,Simulación,27543,88
Heroes Chronicles,Puzzle,66827,22
Chronicles Legends,Carreras,6138,61
Quest Heroes,Deportes,44653,68
Chronicles Warrior,Simulación,56213,9
Legends Galaxy,Estrategia,18367,40
Quest Heroes,Acción,1847,37
Quest Kingdom,Puzzle,36828,29
Dragon Kingdom,Acción,58306,74
Kingdom Warrior,Carreras,204,88
Quest Chronicles,Acción,58659,86
Chronicles Dragon,Puzzle,13997,78
Chronicles Fantasy,Carreras,26803,31
Legends Warrior,Acción,28352,91
Heroes Heroes,Aventura,23266,80
Legends Legends,Estrategia,39670,15
Dragon Legends,RPG,65973,6
Kingdom Empire,RPG,41585,35
Kingdom Chronicles,Deportes,66081,69
Fantasy Galaxy,Deportes,25441,31
Kingdom Dragon,Estrategia,6013,62
Fantasy Quest,Carreras,61752,66
Chronicles Heroes,Deportes,63199,3
Warrior Warrior,Simulación,20948,88
Empire Chronicles,Puzzle,10684,54
Warrior Fantasy,RPG,22197,9
Quest Chronicles,RPG,42967,42
Fantasy Heroes,Puzzle,65746,40
Warrior Fantasy,Deportes,66197,44
Heroes Galaxy,Acción,5916,88
Warrior Fantasy,RPG,57459,65
Kingdom Empire,Deportes,15286,21
Empire Fantasy,RPG,50946,69
Warrior Quest,Estrategia,62903,6
Quest Quest,Aventura,62599,34
Chronicles Kingdom,RPG,11210,9
Quest Fantasy,Simulación,67393,85
Fantasy Chronicles,Estrategia,421,58
Galaxy Dragon,Deportes,14568,81
Quest Quest,Deportes,48629,96
Legends Warrior,Puzzle,17445,1
Chronicles Legends,Puzzle,1551,48
Heroes Fantasy,Carreras,33024,52
Heroes Dragon,Simulación,6539,42
Empire Warrior,Estrategia,11992,17
Heroes Dragon,Deportes,51128,10
Fantasy Empire,Estrategia,22211,68
Legends Heroes,Estrategia,49077,23
Fantasy Quest,Simulación,15690,89
Fantasy Fantasy,Acción,60422,79
Kingdom Dragon,Puzzle,66799,31
Empire Kingdom,Carreras,13848,39
Fantasy Dragon,RPG,61213,52
Legends Chronicles,Deportes,6610,68
Heroes Fantasy,Acción,62793,22
Quest Empire,Estrategia,30449,58
Legends Kingdom,Aventura,3671,49
Kingdom Dragon,Simulación,25069,25
Chronicles Warrior,Puzzle,31446,96
Heroes Kingdom,RPG,4855,58
Dragon Legends,Estrategia,1154,43
Kingdom Dragon,Deportes,3673,16
Galaxy Heroes,Puzzle,22369,56
Kingdom Fantasy,Estrategia,30894,38
Chronicles Warrior,Acción,42992,21
Quest Heroes,Estrategia,46851,52
Dragon Quest,Estrategia,57987,54
Fantasy Empire,RPG,8495,16
Chronicles Empire,Simulación,11096,80
Fantasy Heroes,Simulación,68040,67
Heroes Quest,Acción,41751,93
Kingdom Heroes,RPG,43396,16
Warrior Quest,Aventura,62872,82
Galaxy Quest,Aventura,45926,79
Warrior Quest,Carreras,35747,14
Galaxy Galaxy,Puzzle,31754,86
Empire Empire,RPG,35257,25
Kingdom Empire,Acción,32623,97
Dragon Kingdom,Carreras,4172,25
Legends Warrior,Estrategia,14727,48
Kingdom Warrior,Simulación,66780,13
Heroes Chronicles,Puzzle,33134,8
Warrior Warrior,Puzzle,39364,33
Kingdom Heroes,Puzzle,32905,20
Legends Dragon,Simulación,32123,49
Empire Dragon,Puzzle,68184,100
Empire Fantasy,Deportes,35334,9
Chronicles Dragon,Aventura,66552,49
Dragon Heroes,Acción,39118,33
Warrior Empire,Simulación,59025,87
Dragon Warrior,Estrategia,23499,96
Chronicles Quest,Deportes,30723,0
Warrior Chronicles,Aventura,59276,62
Heroes Galaxy,Estrategia,2438,85
Legends Kingdom,Puzzle,31418,47
Legends Empire,Acción,36405,42
Dragon Fantasy,Estrategia,7188,76
Heroes Empire,Aventura,7777,8
Dragon Legends,Deportes,10058,23
Dragon Kingdom,Estrategia,36735,70
Legends Kingdom,Deportes,11708,1
Kingdom Galaxy,Simulación,60484,77
Chronicles Warrior,RPG,60327,41
Galaxy Quest,Simulación,56663,42
Quest Empire,RPG,36718,27
Warrior Heroes,Deportes,56288,11
Legends Heroes,Acción,61897,37
Fantasy Warrior,Aventura,10871,40
Warrior Dragon,Puzzle,26099,15
Galaxy Galaxy,Aventura,46591,29
Chronicles Heroes,Aventura,40785,48
Heroes Heroes,Simulación,69386,94
Fantasy Fantasy,Aventura,21961,24
Chronicles Fantasy,Estrategia,37708,6
Quest Fantasy,Estrategia,54382,51
Legends Fantasy,Aventura,38392,46
Warrior Dragon,Estrategia,24788,70
Fantasy Empire,Carreras,15861,94
Chronicles Galaxy,Aventura,65371,63
Chronicles Legends,Estrategia,14914,25
Quest Dragon,Deportes,60182,57
Dragon Empire,Deportes,6806,93
Warrior Kingdom,RPG,35973,94
Warrior Galaxy,Simulación,12877,35
Galaxy Empire,Deportes,17025,7
Warrior Empire,Puzzle,59219,52
Legends Galaxy,Acción,41129,9
Heroes Dragon,Simulación,55280,52
Quest Galaxy,Puzzle,58479,36
Galaxy Warrior,Acción,13675,51
Empire Galaxy,Estrategia,17442,100
Dragon Kingdom,Puzzle,47164,36
Quest Quest,Carreras,43231,93
Chronicles Fantasy,Acción,64531,12
Fantasy Quest,Puzzle,37912,73
Galaxy Empire,Acción,2178,18
Fantasy Fantasy,Carreras,37858,63
Fantasy Warrior,Simulación,7292,95
Chronicles Dragon,RPG,41223,5
Empire Kingdom,RPG,33115,45
Galaxy Empire,Acción,58400,13
Legends Galaxy,RPG,21261,5
Legends Fantasy,Simulación,54932,23
Quest Kingdom,Aventura,8347,55
Legends Legends,Puzzle,53889,59
Dragon Heroes,Acción,3745,91
Chronicles Warrior,Carreras,39639,45
Dragon Empire,RPG,52842,21
Kingdom Fantasy,Deportes,4024,25
Fantasy Fantasy,Puzzle,17968,20
Quest Legends,Aventura,65953,58
Warrior Legends,Acción,23521,94
Legends Dragon,RPG,30576,93
Kingdom Fantasy,Puzzle,18560,8
Quest Chronicles,Puzzle,554,26
Kingdom Empire,RPG,47495,74
Chronicles Fantasy,Acción,57604,68
Dragon Chronicles,Deportes,57698,17
Galaxy Heroes,Aventura,246,59
Kingdom Heroes,Carreras,50095,19
Empire Dragon,Carreras,48753,38
Heroes Chronicles,Deportes,55465,86
Fantasy Legends,Deportes,29401,81
Legends Empire,Deportes,6270,72
Quest Chronicles,Aventura,52933,62
Heroes Empire,Deportes,56330,34
Heroes Empire,Carreras,16150,57
Legends Chronicles,Simulación,8994,14
Chronicles Kingdom,Simulación,62759,90
Galaxy Empire,Puzzle,50490,93
Galaxy Heroes,Acción,2966,37
Fantasy Heroes,Estrategia,63436,67
Chronicles Galaxy,Deportes,14026,80
Chronicles Dragon,Puzzle,17418,33
Empire Empire,Acción,67494,78
Warrior Heroes,Deportes,40471,60
Kingdom Heroes,RPG,59466,62
Kingdom Chronicles,Puzzle,63777,93
Chronicles Legends,Acción,1317,78
Galaxy Empire,Carreras,40314,23
Warrior Heroes,RPG,22189,80
Warrior Legends,Deportes,40984,60
Dragon Kingdom,Estrategia,15648,94
Heroes Empire,Carreras,52531,10
Kingdom Chronicles,Puzzle,46016,82
Legends Warrior,Simulación,53919,28
Galaxy Quest,Puzzle,18484,6
Dragon Empire,Puzzle,29605,58
Fantasy Legends,Puzzle,41946,8
Heroes Empire,Estrategia,66759,33
Fantasy Quest,Puzzle,36244,74
Empire Chronicles,Puzzle,9970,35
Quest Quest,Deportes,35702,74
Dragon Chronicles,Estrategia,5007,96
Empire Legends,Puzzle,69563,10
Legends Fantasy,Deportes,60052,87
Legends Chronicles,Acción,21154,69
Chronicles Empire,Carreras,68507,70
Legends Galaxy,Puzzle,38421,79
Warrior Kingdom,Estrategia,47891,65
Heroes Heroes,Estrategia,54525,3
Quest Empire,Puzzle,63529,40
Heroes Chronicles,Simulación,6997,68
Legends Legends,Estrategia,39705,82
Fantasy Fantasy,Aventura,714,69
Quest Fantasy,RPG,60866,63
Galaxy Dragon,Acción,28761,88
Heroes Legends,RPG,11751,25
Quest Galaxy,RPG,45413,40
Warrior Heroes,Simulación,43963,99
Empire Dragon,Carreras,46181,11
Warrior Quest,Deportes,26611,10
Legends Empire,Estrategia,67348,62
Chronicles Galaxy,Estrategia,23962,58
Chronicles Heroes,Puzzle,38029,69
Heroes Warrior,Carreras,20780,55
Legends Dragon,Deportes,33326,96
Kingdom Chronicles,Aventura,49658,22
Kingdom Chronicles,Aventura,16843,2
Quest Galaxy,Carreras,5019,53
Heroes Galaxy,Estrategia,43765,45
Dragon Chronicles,Simulación,48807,58
Warrior Empire,RPG,56771,96
Quest Empire,Deportes,42204,30
Quest Chronicles,Puzzle,58548,7
Dragon Heroes,Puzzle,41219,38
Galaxy Kingdom,Simulación,48742,70
Legends Heroes,Deportes,59627,0
Fantasy Empire,Deportes,10311,28
Legends Legends,Estrategia,17589,81
Fantasy Fantasy,Estrategia,16529,75
Heroes Galaxy,Simulación,26602,74
Quest Heroes,Carreras,28009,74
Warrior Heroes,RPG,40362,88
Quest Fantasy,Estrategia,27899,0
Galaxy Heroes,Deportes,33971,3
Chronicles Quest,Acción,16149,5
Heroes Fantasy,RPG,51205,84
Legends Kingdom,Aventura,49890,75
Legends Fantasy,Estrategia,31489,4
Quest Heroes,Acción,35226,55
Warrior Legends,Aventura,29602,30
Galaxy Kingdom,RPG,12333,52
Kingdom Heroes,Simulación,48142,29
Chronicles Chronicles,Acción,10911,26
Kingdom Heroes,Deportes,61681,69
Dragon Legends,Carreras,26337,68
Empire Warrior,Deportes,48383,25
Legends Empire,Acción,62620,97
Empire Galaxy,RPG,24374,75
Heroes Fantasy,Estrategia,13076,46
Fantasy Chronicles,Aventura,59559,53
Kingdom Legends,RPG,37813,58
Heroes Dragon,Carreras,62500,100
Legends Chronicles,Estrategia,35962,83
Galaxy Warrior,Puzzle,44604,24
Kingdom Warrior,Carreras,21966,6
Kingdom Galaxy,Aventura,41731,83
Dragon Heroes,RPG,45794,29
Fantasy Quest,Simulación,26859,58
Empire Galaxy,Estrategia,17091,43
Chronicles Heroes,Estrategia,63408,85
Dragon Heroes,Acción,64435,82
Kingdom Quest,Aventura,35169,66
Galaxy Empire,Aventura,50434,91
Empire Chronicles,Acción,24680,9
Kingdom Dragon,Simulación,53506,55
Quest Dragon,RPG,12383,39
Dragon Legends,RPG,16628,78
Kingdom Galaxy,Deportes,58252,45
Quest Fantasy,Puzzle,36544,37
Fantasy Legends,Acción,26456,76
Fantasy Fantasy,RPG,20357,25
Quest Heroes,Carreras,56269,30
Warrior Galaxy,Simulación,42048,39
Fantasy Heroes,RPG,30780,54
Dragon Quest,Simulación,56861,18
Galaxy Warrior,Estrategia,40029,82
Warrior Empire,Estrategia,62800,40
Kingdom Galaxy,Estrategia,7551,74
Chronicles Chronicles,Carreras,16363,0
Legends Heroes,Puzzle,24962,90
Heroes Heroes,Acción,11889,3
Legends Heroes,Carreras,29112,59
Heroes Heroes,Puzzle,32987,91
Fantasy Chronicles,Simulación,32306,94
Kingdom Kingdom,RPG,30833,40
Kingdom Fantasy,Carreras,25775,89
Chronicles Heroes,Estrategia,7182,16
Quest Dragon,RPG,30772,25
Galaxy Dragon,RPG,9433,19
Quest Heroes,Estrategia,2423,22
Kingdom Legends,Simulación,65718,48
Chronicles Kingdom,Simulación,41003,76
Empire Fantasy,Acción,15009,34
Quest Fantasy,RPG,38213,100
Galaxy Quest,Estrategia,45902,68
Galaxy Quest,Estrategia,65127,61
Quest Galaxy,Deportes,44977,97
Heroes Chronicles,Puzzle,44024,13
